"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190419","0007540","158/19","BQEGCLS191954","F.Ingreso ALM:",20/ago/2019,"V019749","VINO TINTO DON MELCHOR GRAN RESERVA CABERNET SAUVIGNON 6 X 750ML","UN","42,00","2.115,16","Total depósito  -->","MA20190419","9.948,00","26.262,72","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190431","0007470","181/19","HLCULIV190756577","F.Ingreso ALM:",02/sep/2019,"W001863","WHISKY CHIVAS REGAL 18YO 6 X 750","UN","1.788,00","71.901,96","Total depósito  -->","MA20190431","1.968,00","78.897,10","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190431","0007470","181/19","HLCULIV190756577","F.Ingreso ALM:",02/sep/2019,"W001864","WHISKY THE GLENLIVET 18YO 6 X 700","UN","180,00","6.995,14","Total depósito  -->","MA20190431","1.968,00","78.897,10","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190442","0007481","192/19","HLCULIV190753390","F.Ingreso ALM:",02/sep/2019,"W001876","WHISKY BALLANTINES FINEST 12 X 750","UN","14.400,00","66.439,56","Total depósito  -->","MA20190442","14.400,00","66.439,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190446","0007467","178/19","HLCULIV190753323","F.Ingreso ALM:",02/sep/2019,"W001881","WHISKY BALLANTINES FINEST 12 X 750","UN","14.400,00","66.439,56","Total depósito  -->","MA20190446","14.400,00","66.439,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190452","0007464","176/19","HLCULIV190753407","F.Ingreso ALM:",04/sep/2019,"W001886","WHISKY BALLANTINES FINEST 12 X 750","UN","14.400,00","66.439,56","Total depósito  -->","MA20190452","14.400,00","66.439,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190453","0007468","179/19","HLCULIV190753378","F.Ingreso ALM:",02/sep/2019,"W001887","WHISKY BALLANTINES FINEST 12 X 750","UN","14.400,00","66.439,56","Total depósito  -->","MA20190453","14.400,00","66.439,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190454","0007478","189/19","HLCULIV190753301","F.Ingreso ALM:",02/sep/2019,"W001888","WHISKY BALLANTINES FINEST 12 X 750","UN","14.400,00","66.439,56","Total depósito  -->","MA20190454","14.400,00","66.439,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190456","0007520","319/19","GTG0257069","F.Ingreso ALM:",12/sep/2019,"V019762","VODKA ABSOLUT 12 X 750","UN","11.880,00","61.396,58","Total depósito  -->","MA20190456","11.880,00","61.396,58","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190460","0007572","211/19","BQEGCLS192732","F.Ingreso ALM:",03/sep/2019,"V019766","VINO SAUVIGÑON BLANC RESERVADO CONCHJA Y TORO 12 X 750","UN","8.112,00","13.203,49","Total depósito  -->","MA20190460","8.112,00","13.203,49","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190461","0007577","220/19","BQEGCLS192764","F.Ingreso ALM:",03/sep/2019,"V019767","VINO MERLOT CASILLERO DEL DIABLO 12 X 750","UN","10.512,00","35.310,87","Total depósito  -->","MA20190461","10.512,00","35.310,87","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190466","0007581","286/19","BQEGCLS192767","F.Ingreso ALM:",04/sep/2019,"V019774","VINO BLANCO CLASSIC SERIES SAUVIGÑON BLANC 12 X 750","UN","14.112,00","22.025,07","Total depósito  -->","MA20190466","14.112,00","22.025,07","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190471","0007571","209/19","BQEGCLS192756","F.Ingreso ALM:",05/sep/2019,"V019785","VINO CABERNET SAUVIGÑON RESRVADO CONCHA Y TORO 12 X 750","UN","14.112,00","22.969,39","Total depósito  -->","MA20190471","14.112,00","22.969,39","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190480","0007579","224/19","BQEGCLS192762","F.Ingreso ALM:",06/sep/2019,"V019816","VINO BLANCO ESPUMOSO DEMI SEC CONCHA Y TORO  6 X 750","UN","4.800,00","13.742,42","Total depósito  -->","MA20190480","4.800,00","13.742,42","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190482","0007446","149/19","EMFCL-103312","F.Ingreso ALM:",09/sep/2019,"V019818","VINO TINTO BERONIA CRIANZA 2016 12 X 750","UN","10.620,00","56.298,10","Total depósito  -->","MA20190482","12.120,00","68.410,81","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190482","0007446","149/19","EMFCL-103312","F.Ingreso ALM:",09/sep/2019,"V019819","VINO TINTO BERONIA RESERVA 2014 12 X 750","UN","1.500,00","12.112,71","Total depósito  -->","MA20190482","12.120,00","68.410,81","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190485","0007477","188/19","HLCULIV190753283","F.Ingreso ALM:",22/ene/2020,"W001895","WHISKY BALLANTINES FINEST 12 X 750","UN","14.400,00","66.439,56","Total depósito  -->","MA20190485","14.400,00","66.439,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190487","0007479","190/19","HLCULIV190753389","F.Ingreso ALM:",22/ene/2020,"W001896","WHISKY BALLANTINES 12 X 750","UN","14.316,00","66.061,56","Total depósito  -->","MA20190487","14.316,00","66.061,56","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190490","0007553","326/19","BQEGCLS193216","F.Ingreso ALM:",22/ene/2020,"V019830","VINO TINTO RESERVADO CARMENERE CONCHA Y TORO  12 X 750","UN","3.408,00","5.537,85","Total depósito  -->","MA20190490","6.876,00","17.029,08","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190490","0007553","326/19","BQEGCLS193216","F.Ingreso ALM:",22/ene/2020,"V019832","VINO ROSADO CASILLERO DEL DIABLO ROSE RESERVA CONCHA Y TORO 12 X 750","UN","3.360,00","11.315,74","Total depósito  -->","MA20190490","6.876,00","17.029,08","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190490","0007553","326/19","BQEGCLS193216","F.Ingreso ALM:",22/ene/2020,"V019833","VINO TINTO RESERVADO CARMENERE CONCHA Y TORO  12 X 750","UN","108,00","175,49","Total depósito  -->","MA20190490","6.876,00","17.029,08","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190492","0007580","226/19","BQEGCLS193217","F.Ingreso ALM:",22/ene/2020,"V019834","VINO TINTO CABERNET SAUVIGÑON TERRUNYO 6 X 750","UN","300,00","5.560,99","Total depósito  -->","MA20190492","9.012,00","62.485,41","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190492","0007580","226/19","BQEGCLS193217","F.Ingreso ALM:",22/ene/2020,"V019835","VINO TINTO CABERNET SAUVIGÑON MARQUEZ DE CASA CONCHA 12 X 750","UN","1.200,00","9.461,23","Total depósito  -->","MA20190492","9.012,00","62.485,41","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190492","0007580","226/19","BQEGCLS193217","F.Ingreso ALM:",22/ene/2020,"V019836","VINO TINTO MERLOT MARQUEZ DE CASA CONCHA 12 X 750","UN","2.400,00","18.922,47","Total depósito  -->","MA20190492","9.012,00","62.485,41","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190492","0007580","226/19","BQEGCLS193217","F.Ingreso ALM:",22/ene/2020,"V019837","VINO BLANCO CHARDONNAY MARQUEZ DE CASA CONCHA 12 X 750","UN","1.200,00","9.461,23","Total depósito  -->","MA20190492","9.012,00","62.485,41","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190492","0007580","226/19","BQEGCLS193217","F.Ingreso ALM:",22/ene/2020,"V019839","VINO TINTO SHIRAZ FRONTERA 12 X 750","UN","1.008,00","2.029,13","Total depósito  -->","MA20190492","9.012,00","62.485,41","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190492","0007580","226/19","BQEGCLS193217","F.Ingreso ALM:",22/ene/2020,"V019840","VINO TINTO DARK RED DIABLO 12 X 750","UN","2.904,00","17.050,36","Total depósito  -->","MA20190492","9.012,00","62.485,41","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190498","0007578","222/19","BQEGCLS193314","F.Ingreso ALM:",22/ene/2020,"V019845","VINO BLANCO ESPUMOSO SPARKLING WINE BRUT CONCHA Y TORO 6 X 750","CJ","4.800,00","13.742,42","Total depósito  -->","MA20190498","4.800,00","13.742,42","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190507","0007575","217/19","BQEGCLS193546","F.Ingreso ALM:",17/sep/2019,"V019852","VINO TINTO DEVILS COLLECTIONS RVA CASILLERO DEL DIABLO 12 X 750","UN","3.948,00","16.066,24","Total depósito  -->","MA20190507","8.136,00","43.515,75","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190507","0007575","217/19","BQEGCLS193546","F.Ingreso ALM:",17/sep/2019,"V019854","VINO TINTO RVA PRIVADA CABERNET SAUVIGÑON CASILLERO DEL DIABLO 12 X 750","UN","2.772,00","16.281,21","Total depósito  -->","MA20190507","8.136,00","43.515,75","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190507","0007575","217/19","BQEGCLS193546","F.Ingreso ALM:",17/sep/2019,"V019855","VINO CARMENERE MARQUES DE CASA CONCHA 12 X 750","UN","1.416,00","11.168,30","Total depósito  -->","MA20190507","8.136,00","43.515,75","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190517","0007586","320/19","BQEGARM060272","F.Ingreso ALM:",19/sep/2019,"V019871","VINO BLANCO SAN FELIPE ROBLE CHARDONNAY 6 X 750","UN","1.350,00","3.666,84","Total depósito  -->","MA20190517","10.980,00","33.553,53","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190517","0007586","320/19","BQEGARM060272","F.Ingreso ALM:",19/sep/2019,"V019872","VINO TINTO FELIPE RUTINI 6 X 750","UN","30,00","1.051,42","Total depósito  -->","MA20190517","10.980,00","33.553,53","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
"ANEXO POR DEPOSITO","AGENCIAS Y REPRESENTACIONES CORDOVEZ S.A.","EN DOLARES AMERICANOS"," Al 26/08/2020","Página -1 de 1","NOMBRE Y CARACTERISTICAS DE LA MERCADERIA","MEDIDA","CANTIDAD","VALOR CIF","SUCURSAL QUITO","Depósito :","MA20190517","0007586","320/19","BQEGARM060272","F.Ingreso ALM:",19/sep/2019,"V019875","VINO TINTO SAN FELIPE ROBLE MALBEC 6 X 750","UN","5.100,00","13.852,49","Total depósito  -->","MA20190517","10.980,00","33.553,53","Total oficina -->","SUCURSAL QUITO","1.709.952,00","7.844.136,04"
